Customer_ID,Age,Tenure_Months,Subscription_Plan,Billing_Frequency,Monthly_Charges,Login_Count_30D,Login_Count_7D,Usage_Minutes_30D,Usage_Minutes_7D,Avg_Session_Minutes_30D,Avg_Session_Minutes_7D,Support_Tickets,Open_Tickets,Avg_Resolution_Hours,Payment_Delays,Discount_Percent,NPS_Score,Days_Since_Last_Login,Churn
CUST11640,59.0,45,Standard,Monthly,688.89,10,2,252,126,21.1,16.8,3,1,12.8,0,5,98.0,3,0
CUST11641,26.0,40,Basic,Monthly,359.57,18,5,235,101,16.4,12.8,0,0,49.7,0,5,100.0,7,0
CUST11642,32.0,39,Basic,Quarterly,378.51,21,19,244,145,22.9,23.9,3,1,9.2,0,0,78.0,9,0
CUST11643,57.0,23,Standard,Monthly,641.45,17,14,225,205,9.9,9.2,1,0,27.2,1,10,45.0,8,0
CUST11644,42.0,47,Standard,Monthly,742.33,12,2,202,52,17.2,11.2,1,1,5.4,1,15,32.0,4,1
CUST11645,22.0,32,Standard,Monthly,816.57,16,11,241,198,21.6,22.2,2,0,27.0,0,0,32.0,5,0
CUST11646,28.0,47,Basic,Quarterly,360.91,18,9,223,81,19.4,15.1,4,1,12.3,0,5,62.0,7,0
CUST11647,51.0,33,Standard,Annual,633.44,14,10,212,182,21.0,20.3,6,3,29.8,1,15,69.0,8,0
CUST11648,41.0,46,Standard,Monthly,754.36,19,18,224,135,13.0,12.2,2,1,29.8,0,20,26.0,6,0
CUST11649,32.0,5,Premium,Monthly,1216.49,13,8,249,220,15.9,16.9,4,0,27.1,0,0,41.0,11,1
CUST11650,55.0,43,Basic,Monthly,417.42,18,4,236,68,17.9,13.0,3,1,21.1,0,10,73.0,7,0
CUST11651,25.0,48,Basic,Annual,486.35,18,14,241,205,22.7,21.2,2,1,13.7,1,0,39.0,3,0
CUST11652,22.0,34,Standard,Annual,623.84,11,6,223,185,26.4,28.1,3,0,24.5,3,5,45.0,8,1
CUST11653,65.0,40,Standard,Monthly,622.31,16,12,233,217,6.8,7.4,3,3,45.4,0,10,76.0,8,1
CUST11654,43.0,11,Basic,Monthly,390.11,13,4,248,118,16.1,7.5,4,1,8.3,3,5,72.0,5,1
CUST11655,35.0,3,Premium,Monthly,1202.49,7,4,258,190,14.0,12.5,0,0,9.9,0,0,62.0,7,0
CUST11656,23.0,33,Basic,Monthly,379.48,17,14,218,163,13.4,13.9,1,0,9.9,0,5,15.0,8,0
CUST11657,54.0,11,Premium,Quarterly,1334.34,20,20,232,216,19.6,18.2,1,0,5.0,0,0,16.0,9,0
CUST11658,65.0,16,Basic,Monthly,381.94,15,16,203,155,18.2,17.9,2,1,28.5,0,0,24.0,15,0
CUST11659,30.0,18,Standard,Monthly,668.71,18,15,242,155,11.3,9.7,4,4,10.4,1,5,29.0,8,0
CUST11660,45.0,30,Premium,Quarterly,1205.84,12,6,209,62,11.0,7.3,2,0,18.6,0,20,47.0,5,0
CUST11661,22.0,48,Basic,Annual,452.4,16,11,220,175,20.8,19.6,4,1,12.6,0,10,40.0,5,0
CUST11662,30.0,10,Premium,Monthly,1159.1,13,14,216,131,11.5,11.7,4,2,13.0,0,0,38.0,10,0
CUST11663,34.0,18,Standard,Quarterly,690.92,17,12,235,208,13.8,11.9,3,0,37.5,0,15,36.0,11,1
CUST11664,57.0,38,Premium,Monthly,1253.96,11,9,239,220,23.5,23.7,3,2,9.3,2,0,20.0,6,0
CUST11665,62.0,19,Standard,Annual,757.01,13,5,267,51,19.0,12.5,1,0,8.1,1,0,30.0,9,1
CUST11666,49.0,36,Basic,Annual,410.97,13,9,250,218,27.3,23.3,0,0,63.4,1,5,100.0,4,0
CUST11667,46.0,13,Basic,Monthly,532.01,9,5,223,142,17.4,18.0,2,1,15.3,0,0,59.0,9,0
CUST11668,20.0,46,Basic,Quarterly,507.94,17,16,238,175,31.4,27.7,3,1,13.0,0,10,43.0,7,0
CUST11669,57.0,3,Basic,Annual,321.66,16,13,221,139,16.9,17.3,1,1,19.3,0,10,4.0,8,0
CUST11670,51.0,10,Basic,Monthly,305.94,11,9,238,177,25.2,24.3,2,1,6.4,0,10,17.0,6,0
CUST11671,57.0,38,Basic,Monthly,442.76,8,6,234,195,13.0,12.8,2,0,5.9,1,0,41.0,8,1
CUST11672,44.0,1,Standard,Quarterly,774.1,15,14,222,171,14.1,13.2,3,1,36.3,1,0,76.0,12,0
CUST11673,30.0,27,Standard,Monthly,686.64,9,5,227,192,28.2,25.7,3,0,8.0,1,15,48.0,6,0
CUST11674,62.0,46,Basic,Monthly,371.38,13,9,225,180,13.8,12.0,5,2,22.8,0,0,47.0,5,1
CUST11675,50.0,8,Basic,Annual,353.88,13,11,227,161,16.7,17.8,5,1,25.8,2,5,43.0,9,1
CUST11676,23.0,46,Standard,Quarterly,634.76,13,3,265,145,14.0,9.8,2,0,12.6,0,0,18.0,6,0
CUST11677,41.0,42,Basic,Monthly,461.5,22,15,229,155,24.7,27.1,1,1,1.3,0,0,77.0,7,0
CUST11678,36.0,17,Basic,Monthly,378.03,18,15,252,164,10.7,11.4,3,0,18.4,1,0,32.0,15,0
CUST11679,33.0,9,Basic,Monthly,415.6,15,12,208,188,25.8,27.6,0,0,10.8,2,0,71.0,11,0
CUST11680,57.0,6,Premium,Monthly,1098.58,17,17,232,223,19.5,19.5,4,3,55.5,1,20,84.0,10,0
CUST11681,45.0,43,Premium,Monthly,1254.12,14,4,215,99,19.1,9.8,1,1,10.5,1,20,19.0,8,0
CUST11682,50.0,25,Standard,Quarterly,731.33,18,14,255,222,17.7,19.0,4,0,25.7,0,5,42.0,6,1
CUST11683,65.0,39,Standard,Monthly,625.04,17,3,247,59,25.5,12.7,4,2,5.9,1,5,62.0,9,1
CUST11684,58.0,28,Standard,Monthly,713.25,13,4,235,114,16.7,8.3,2,0,24.3,0,0,35.0,10,1
CUST11685,30.0,33,Standard,Monthly,699.26,12,7,248,211,13.7,14.6,2,0,18.7,1,10,36.0,2,0
CUST11686,60.0,37,Standard,Annual,674.24,15,16,217,124,21.1,20.4,1,1,37.7,0,0,32.0,8,0
CUST11687,62.0,9,Standard,Monthly,539.34,16,11,220,221,17.5,15.6,1,0,17.5,2,0,-5.0,6,1
CUST11688,42.0,18,Basic,Monthly,362.68,14,2,207,44,29.8,20.8,0,0,6.3,1,0,68.0,6,1
CUST11689,59.0,21,Basic,Monthly,415.63,14,9,240,192,23.5,25.7,0,0,10.0,1,0,17.0,9,0
CUST11690,53.0,2,Standard,Monthly,668.83,17,17,213,172,20.1,22.1,1,0,58.7,0,0,-10.0,9,0
CUST11691,44.0,43,Premium,Monthly,1186.81,24,11,246,32,26.6,13.2,2,1,13.5,2,0,68.0,8,0
CUST11692,55.0,38,Standard,Monthly,781.32,18,11,247,249,9.3,10.0,3,2,0.9,1,20,54.0,7,0
CUST11693,24.0,40,Premium,Monthly,1194.74,11,4,233,114,21.4,13.0,0,0,15.1,2,10,9.0,6,1
CUST11694,22.0,36,Premium,Monthly,1083.68,20,14,192,160,18.6,17.1,3,0,12.7,1,5,69.0,7,0
CUST11695,60.0,43,Basic,Monthly,388.83,17,13,219,195,16.8,15.8,2,0,7.7,0,0,59.0,10,0
CUST11696,62.0,37,Standard,Monthly,704.47,18,14,225,134,16.3,13.9,3,0,13.6,1,0,42.0,13,0
CUST11697,48.0,15,Standard,Monthly,653.61,12,9,240,191,24.7,23.3,4,1,32.9,0,5,33.0,12,1
CUST11698,40.0,28,Premium,Monthly,1239.41,20,18,254,254,6.8,6.0,3,0,16.2,1,10,39.0,8,1
CUST11699,59.0,18,Premium,Monthly,1118.58,19,18,200,156,20.8,20.4,2,1,6.4,1,15,47.0,5,0
CUST11700,27.0,34,Standard,Monthly,691.42,11,8,230,135,9.4,8.0,3,0,10.1,1,0,22.0,15,1
CUST11701,49.0,22,Basic,Quarterly,317.94,17,17,224,146,16.5,15.2,1,0,28.1,2,0,70.0,9,1
CUST11702,60.0,11,Standard,Monthly,682.74,12,12,227,174,17.7,18.9,4,1,22.4,0,5,56.0,6,0
CUST11703,47.0,13,Basic,Monthly,437.95,13,7,205,137,27.7,25.0,0,0,19.0,0,15,39.0,7,1
CUST11704,56.0,4,Standard,Monthly,690.11,11,6,212,112,14.8,11.8,3,1,27.6,0,5,86.0,8,0
CUST11705,48.0,22,Premium,Annual,1186.9,17,5,220,86,18.3,13.7,4,0,10.2,1,5,34.0,6,1
CUST11706,35.0,7,Standard,Annual,700.53,15,13,218,155,10.6,11.2,2,1,40.4,1,0,81.0,9,0
CUST11707,53.0,43,Standard,Monthly,703.28,14,7,188,62,21.0,15.2,1,0,51.5,1,10,49.0,7,1
CUST11708,19.0,24,Standard,Monthly,737.16,24,16,222,220,10.0,10.0,3,2,17.0,0,5,61.0,9,0
CUST11709,31.0,4,Standard,Monthly,737.49,11,10,244,219,7.3,6.2,1,0,48.1,1,0,33.0,7,0
CUST11710,30.0,28,Basic,Monthly,477.19,15,13,215,185,8.9,8.7,2,1,27.5,3,5,-5.0,8,1
CUST11711,46.0,15,Standard,Monthly,708.22,15,10,236,201,16.3,14.9,0,0,12.1,0,10,54.0,5,0
CUST11712,29.0,1,Premium,Quarterly,1107.66,18,18,271,203,16.6,15.5,3,1,4.1,1,0,12.0,7,0
CUST11713,56.0,3,Premium,Monthly,1246.19,12,2,226,64,24.8,19.8,2,0,20.4,1,0,27.0,12,1
CUST11714,19.0,14,Basic,Annual,473.24,20,15,246,250,27.1,29.0,3,1,9.8,1,0,44.0,14,0
CUST11715,49.0,38,Premium,Monthly,1334.39,22,20,238,132,27.0,24.2,1,1,28.4,1,20,26.0,7,0
CUST11716,30.0,1,Standard,Annual,778.84,16,2,203,82,24.9,15.0,3,1,11.5,2,0,41.0,7,0
CUST11717,63.0,38,Basic,Quarterly,372.03,15,8,213,119,30.5,24.2,2,1,13.1,0,0,47.0,7,1
CUST11718,44.0,38,Basic,Monthly,409.3,10,3,241,120,20.7,11.2,1,1,30.5,1,0,5.0,14,1
CUST11719,58.0,21,Basic,Monthly,384.12,16,3,225,118,20.8,15.1,2,1,14.0,3,5,49.0,6,1
CUST11720,34.0,48,Premium,Monthly,1176.64,9,2,219,117,29.0,18.5,4,1,3.4,1,0,26.0,10,1
CUST11721,57.0,29,Standard,Monthly,692.76,13,8,239,175,11.3,10.1,1,0,21.8,0,15,15.0,4,0
CUST11722,48.0,5,Standard,Monthly,769.72,19,16,231,175,23.6,23.5,3,2,51.6,0,0,-8.0,6,1
CUST11723,51.0,10,Basic,Monthly,311.6,17,15,213,191,17.7,15.8,4,3,11.0,0,0,3.0,8,1
CUST11724,41.0,28,Standard,Monthly,643.86,23,6,227,69,26.0,14.2,2,1,14.8,1,5,43.0,10,0
CUST11725,62.0,21,Basic,Annual,466.07,16,9,238,236,25.1,23.9,1,0,24.3,0,0,43.0,9,0
CUST11726,52.0,7,Standard,Monthly,778.95,17,16,229,126,17.0,14.6,2,1,19.5,0,0,55.0,13,0
CUST11727,65.0,3,Standard,Annual,662.73,15,8,206,214,10.8,11.4,4,2,37.8,1,15,85.0,8,0
CUST11728,23.0,45,Basic,Monthly,489.79,18,13,217,138,26.1,27.3,5,5,43.5,0,5,76.0,10,0
CUST11729,36.0,47,Premium,Quarterly,1252.67,18,14,260,239,15.2,13.9,1,0,23.9,0,15,67.0,6,0
CUST11730,47.0,20,Basic,Monthly,384.27,24,20,227,129,18.7,18.8,1,0,16.9,0,0,72.0,7,0
CUST11731,24.0,19,Standard,Monthly,565.06,14,14,211,162,11.3,10.6,3,3,14.0,0,5,47.0,6,0
CUST11732,27.0,35,Standard,Annual,607.26,16,8,230,116,15.8,8.7,5,2,16.9,2,10,46.0,15,0
CUST11733,58.0,4,Standard,Monthly,662.8,13,9,256,150,24.1,24.7,1,0,41.7,1,0,80.0,11,0
CUST11734,49.0,5,Basic,Quarterly,440.8,16,15,232,179,20.3,17.7,1,1,8.5,1,5,47.0,5,0
CUST11735,51.0,1,Basic,Monthly,440.97,19,10,231,120,13.5,7.5,2,1,40.4,0,15,48.0,6,0
CUST11736,45.0,4,Premium,Monthly,1173.35,16,11,223,178,6.7,6.0,5,2,14.2,2,0,71.0,7,0
CUST11737,32.0,12,Basic,Monthly,386.28,21,17,228,183,22.1,19.8,2,1,48.1,0,0,35.0,9,1
CUST11738,47.0,27,Premium,Quarterly,672.2049999999999,19,17,237,223,15.5,16.0,1,0,6.8,1,10,39.0,4,0
CUST11739,54.0,42,Premium,Monthly,1186.97,9,5,243,149,19.0,17.1,3,2,41.1,0,0,8.0,9,1
CUST11740,46.0,23,Basic,Quarterly,408.0,17,4,237,81,17.2,10.5,2,1,18.2,1,5,30.0,11,1
CUST11741,39.0,25,Basic,Annual,397.35,14,13,250,188,15.4,14.4,1,0,55.0,0,0,34.0,7,1
CUST11742,21.0,21,Standard,Monthly,606.92,13,13,245,243,21.7,23.0,2,0,8.2,1,10,35.0,7,0
CUST11743,37.0,24,Premium,Monthly,1187.58,18,15,237,232,12.8,11.4,1,0,37.0,2,10,62.0,3,1
CUST11744,49.0,25,Premium,Quarterly,1197.76,18,14,222,184,18.9,17.7,2,1,24.6,0,5,17.0,7,0
CUST11745,53.0,45,Standard,Monthly,753.44,16,16,236,235,20.5,18.9,2,0,27.2,1,15,79.0,9,1
CUST11746,21.0,46,Standard,Monthly,653.28,18,16,241,230,26.1,24.5,0,0,18.2,1,0,-10.0,9,0
CUST11747,44.0,32,Basic,Monthly,410.21,12,10,217,150,18.3,18.8,2,0,19.3,0,15,57.0,5,0
CUST11748,34.0,32,Premium,Monthly,1229.96,10,7,225,143,10.8,10.3,5,3,14.0,3,5,62.0,4,1
CUST11749,42.0,5,Premium,Monthly,1190.84,14,9,240,168,22.0,22.9,1,0,2.0,0,10,59.0,11,0
CUST11750,39.0,36,Basic,Monthly,302.49,14,6,250,102,12.7,7.0,2,0,18.7,0,0,69.0,11,0
CUST11751,34.0,46,Basic,Quarterly,454.55,16,11,253,218,14.0,13.1,6,2,30.6,0,0,37.0,6,0
CUST11752,27.0,42,Basic,Monthly,440.09,11,8,231,195,15.0,14.4,7,1,45.9,2,10,73.0,8,0
CUST11753,18.0,42,Basic,Monthly,411.58,17,14,218,185,16.9,17.3,0,0,14.3,1,0,25.0,5,0
CUST11754,39.0,39,Premium,Annual,1201.22,15,10,231,149,25.8,25.3,5,2,3.3,1,0,27.0,11,0
CUST11755,43.0,16,Standard,Quarterly,601.02,19,18,230,218,21.9,23.4,1,1,2.4,2,0,94.0,5,0
CUST11756,35.0,33,Basic,Annual,441.61,10,6,210,161,11.4,12.3,3,2,17.2,3,10,46.0,7,1
CUST11757,31.0,21,Basic,Monthly,480.75,19,15,237,186,27.1,27.9,1,0,13.4,1,10,66.0,9,0
CUST11758,64.0,9,Premium,Quarterly,1137.74,9,8,230,241,24.4,26.7,3,1,3.5,1,15,54.0,7,0
CUST11759,46.0,6,Standard,Monthly,772.98,12,6,206,61,20.5,15.5,4,2,46.7,3,15,60.0,9,1
CUST11760,29.0,45,Standard,Monthly,761.23,19,3,225,93,4.1,2.2,3,0,22.3,2,10,-8.0,5,1
CUST11761,53.0,35,Basic,Monthly,336.12,14,11,225,200,12.9,12.6,3,2,10.2,0,0,51.0,7,0
CUST11762,52.0,39,Premium,Monthly,1177.32,16,16,229,227,18.1,16.4,3,2,9.6,0,0,42.0,7,0
CUST11763,29.0,22,Premium,Annual,1122.25,12,13,219,134,27.9,26.1,2,0,29.1,1,0,66.0,5,0
CUST11764,24.0,41,Basic,Monthly,395.42,16,14,218,200,26.0,25.2,2,0,54.1,2,0,22.0,10,1
CUST11765,46.0,5,Basic,Quarterly,423.66,18,2,221,60,12.2,6.9,5,2,37.8,1,15,72.0,8,1
CUST11766,28.0,42,Basic,Quarterly,326.37,15,8,236,180,7.9,7.3,4,1,37.3,3,10,12.0,6,0
CUST11767,50.0,23,Basic,Monthly,672.2049999999999,13,13,259,180,16.9,16.1,4,2,16.8,0,0,31.0,5,1
CUST11768,23.0,17,Standard,Monthly,734.15,14,6,231,28,18.8,14.5,3,0,1.6,1,15,3.0,8,1
CUST11769,64.0,12,Premium,Monthly,1234.94,10,2,233,31,10.6,7.9,2,0,11.6,0,15,15.0,7,1
CUST11770,32.0,23,Standard,Monthly,724.0,17,16,224,166,12.8,13.3,2,2,50.2,1,15,42.0,8,1
CUST11771,49.0,16,Premium,Monthly,1131.43,10,8,259,259,30.7,29.1,5,1,12.4,0,0,76.0,7,0
CUST11772,28.0,3,Standard,Annual,692.32,10,5,250,33,15.8,13.0,1,1,8.4,2,0,43.0,9,1
CUST11773,40.0,30,Standard,Monthly,718.38,13,13,222,133,16.2,17.3,2,0,10.2,0,5,10.0,10,0
CUST11774,43.0,22,Standard,Monthly,779.36,14,12,215,154,35.0,36.3,3,2,16.9,1,0,-10.0,13,0
CUST11775,51.0,9,Basic,Annual,399.14,18,15,245,212,16.0,15.2,3,1,15.1,0,5,59.0,12,0
CUST11776,63.0,29,Standard,Monthly,722.4,15,13,246,195,11.9,12.3,3,0,5.5,1,0,26.0,5,0
CUST11777,51.0,47,Standard,Quarterly,647.74,14,14,241,212,13.7,12.2,0,0,25.7,1,15,29.0,10,0
CUST11778,46.0,37,Basic,Monthly,335.48,15,2,232,111,19.7,9.8,2,0,19.4,2,0,69.0,5,1
CUST11779,21.0,23,Standard,Monthly,628.43,14,2,232,42,15.2,11.8,1,0,14.3,0,5,39.0,11,0
CUST11780,34.0,13,Standard,Monthly,675.89,14,11,224,234,17.2,17.5,2,0,20.9,1,15,35.0,8,0
CUST11781,52.0,32,Premium,Monthly,1312.41,13,14,232,234,17.7,18.4,0,0,42.4,0,10,46.0,8,0
CUST11782,30.0,46,Standard,Monthly,676.89,13,11,230,133,36.9,36.5,4,2,16.0,0,10,79.0,5,0
CUST11783,58.0,47,Premium,Quarterly,1219.05,24,20,259,177,22.3,22.5,2,1,27.9,0,5,48.0,9,0
CUST11784,56.0,48,Standard,Monthly,729.64,21,20,223,156,12.3,11.1,6,2,12.0,0,0,-10.0,7,0
CUST11785,32.0,23,Standard,Annual,638.97,11,1,207,57,17.0,13.8,3,0,9.0,0,0,22.0,10,1
CUST11786,46.0,45,Standard,Monthly,675.07,17,12,217,153,22.8,22.0,1,0,23.7,2,0,35.0,7,0
CUST11787,46.0,17,Premium,Monthly,1233.34,12,5,236,138,24.5,19.8,3,0,3.7,1,0,64.0,9,1
CUST11788,28.0,40,Standard,Monthly,722.56,13,11,214,123,8.4,8.0,0,0,10.8,1,15,11.0,6,0
CUST11789,49.0,21,Standard,Annual,589.33,15,5,250,99,9.5,5.9,3,2,15.4,0,0,46.0,7,1
CUST11790,19.0,2,Standard,Monthly,731.69,21,3,225,99,20.8,9.4,1,1,13.0,3,0,40.0,7,1
CUST11791,64.0,37,Standard,Monthly,668.7,25,7,208,105,14.2,8.1,3,2,37.7,2,10,67.0,5,0
CUST11792,31.0,6,Basic,Annual,370.14,16,11,217,172,13.3,13.2,1,1,13.7,0,10,17.0,18,1
CUST11793,37.0,44,Basic,Monthly,421.27,17,3,240,117,19.1,11.9,7,2,43.4,1,0,46.0,4,1
CUST11794,39.0,18,Basic,Annual,482.76,14,11,234,238,22.7,19.6,0,0,17.7,0,0,80.0,6,0
CUST11795,28.0,30,Premium,Monthly,1187.98,20,14,213,128,16.6,16.4,4,1,4.8,2,5,64.0,7,0
CUST11796,44.0,22,Basic,Quarterly,463.85,15,11,223,226,6.3,6.7,2,2,16.0,0,5,57.0,6,0
CUST11797,42.0,33,Basic,Annual,319.75,16,16,235,139,14.8,12.8,4,0,7.9,2,5,34.0,7,0
CUST11798,34.0,30,Standard,Quarterly,706.19,22,16,227,195,11.0,10.8,1,0,1.6,0,0,46.0,8,0
CUST11799,61.0,17,Basic,Monthly,369.24,17,12,225,152,21.4,22.7,5,2,26.4,1,0,39.0,8,1
CUST11800,45.0,43,Standard,Monthly,714.51,13,9,237,228,30.3,25.8,2,0,2.4,0,0,63.0,7,0
CUST11801,46.0,32,Basic,Annual,382.7,20,13,216,125,19.7,18.1,2,0,2.2,0,5,55.0,9,0
CUST11802,38.0,42,Premium,Monthly,1125.24,18,15,213,219,20.6,22.3,2,0,67.0,0,0,26.0,11,0
CUST11803,64.0,14,Premium,Monthly,1150.19,15,9,207,119,22.9,19.9,3,2,35.7,2,15,86.0,9,0
CUST11804,33.0,10,Premium,Quarterly,1108.62,13,12,229,154,26.1,26.1,1,1,10.0,0,5,72.0,4,0
CUST11805,54.0,47,Standard,Monthly,627.12,18,12,238,186,14.5,14.2,3,1,11.0,0,5,20.0,7,0
CUST11806,37.0,36,Standard,Monthly,725.42,17,14,221,205,17.7,15.7,0,0,21.5,1,0,33.0,6,0
CUST11807,23.0,34,Basic,Monthly,385.19,14,9,232,238,23.7,20.4,1,1,11.8,1,0,38.0,10,0
CUST11808,36.0,9,Basic,Monthly,411.7,13,2,231,57,12.3,8.2,1,0,7.3,2,0,62.0,9,1
CUST11809,22.0,42,Basic,Monthly,498.86,17,7,210,75,8.9,5.1,3,1,6.3,2,0,22.0,6,1
CUST11810,20.0,28,Standard,Quarterly,682.72,11,11,244,223,15.2,13.6,3,3,16.7,1,5,25.0,3,0
CUST11811,18.0,11,Standard,Monthly,733.89,17,16,230,192,25.5,26.1,2,1,5.2,1,10,64.0,11,0
CUST11812,55.0,14,Standard,Annual,700.55,11,5,237,56,18.8,13.8,2,0,47.5,1,15,56.0,9,1
CUST11813,32.0,39,Basic,Annual,550.95,12,12,249,142,15.2,14.3,0,0,21.4,0,10,-7.0,1,0
CUST11814,51.0,47,Standard,Quarterly,533.03,22,13,239,184,24.1,24.5,4,2,49.6,2,15,58.0,9,1
CUST11815,52.0,19,Standard,Monthly,659.53,12,11,249,235,21.3,19.1,3,1,35.7,0,20,5.0,10,0
CUST11816,42.0,15,Standard,Quarterly,734.97,15,10,238,187,13.3,12.9,1,0,23.7,0,20,26.0,12,0
CUST11817,41.0,28,Standard,Monthly,657.59,17,16,227,224,16.9,16.6,1,0,3.2,0,5,33.0,11,0
CUST11818,29.0,24,Basic,Monthly,430.13,16,16,238,230,11.9,11.4,1,1,7.4,1,0,30.0,9,0
CUST11819,35.0,8,Premium,Quarterly,1195.7,15,15,217,213,18.9,17.9,1,0,27.9,0,0,26.0,10,0
CUST11820,32.0,43,Standard,Monthly,746.57,11,7,227,140,21.8,22.6,3,1,20.8,1,20,16.0,9,0
CUST11821,61.0,9,Basic,Annual,672.2049999999999,14,10,235,158,3.3,3.3,2,1,20.1,1,0,55.0,7,0
CUST11822,33.0,47,Basic,Monthly,408.51,16,12,221,125,11.9,12.0,2,0,17.6,2,0,2.0,9,0
CUST11823,44.0,33,Standard,Quarterly,724.63,21,13,241,251,28.1,30.1,1,0,4.1,1,0,29.0,11,0
CUST11824,25.0,33,Premium,Monthly,1206.25,12,7,230,154,16.0,17.6,1,1,22.6,0,10,62.0,14,0
CUST11825,63.0,19,Standard,Annual,707.22,16,2,221,41,28.0,19.6,3,2,16.3,0,15,52.0,6,1
CUST11826,42.0,3,Basic,Monthly,465.13,18,19,243,167,10.3,9.7,1,1,13.5,1,5,7.0,10,0
CUST11827,34.0,10,Premium,Monthly,1106.61,13,11,228,130,14.8,15.5,2,1,34.2,2,0,-6.0,7,1
CUST11828,46.0,40,Standard,Monthly,705.87,17,15,241,164,19.3,17.1,4,1,16.1,2,10,15.0,5,1
CUST11829,25.0,47,Standard,Monthly,632.5,16,13,228,137,16.1,15.7,1,0,17.3,0,5,-10.0,9,0
CUST11830,32.0,42,Standard,Monthly,740.67,15,13,228,170,25.6,25.1,1,1,71.7,0,0,44.0,6,0
CUST11831,44.0,1,Basic,Monthly,352.91,19,10,243,120,17.3,9.5,3,0,11.7,0,15,31.0,7,1
CUST11832,63.0,29,Standard,Monthly,563.02,14,12,228,205,22.3,24.4,2,0,18.4,1,10,32.0,11,0
CUST11833,24.0,34,Standard,Monthly,741.98,15,9,217,196,11.4,12.0,3,1,28.1,1,0,55.0,4,0
CUST11834,20.0,13,Premium,Monthly,1184.24,15,12,214,166,19.6,19.0,2,1,23.6,0,0,64.0,8,1
CUST11835,46.0,1,Standard,Annual,718.61,17,7,221,43,16.1,8.7,3,3,12.1,2,0,48.0,8,1
CUST11836,61.0,34,Standard,Quarterly,777.49,18,13,233,234,12.0,11.2,3,0,10.5,0,10,36.0,8,0
CUST11837,41.0,29,Standard,Quarterly,719.43,16,14,228,235,20.8,22.0,2,0,12.9,1,5,24.0,10,0
CUST11838,20.0,48,Premium,Quarterly,1208.32,18,11,242,145,26.2,27.1,4,2,12.9,1,0,33.0,8,0
CUST11839,37.0,47,Premium,Monthly,1196.4,24,15,223,221,14.4,15.0,3,1,32.7,0,0,47.0,6,0
CUST11840,63.0,13,Standard,Monthly,635.9,23,5,227,93,20.5,15.0,3,1,29.6,0,5,65.0,6,0
CUST11841,32.0,48,Standard,Monthly,687.16,15,11,231,173,16.7,15.9,3,2,8.7,1,0,7.0,8,0
CUST11842,42.0,29,Standard,Annual,807.56,15,11,253,183,18.6,18.4,1,0,27.4,0,5,14.0,7,0
CUST11843,47.0,39,Standard,Annual,678.36,25,19,206,183,23.0,20.3,1,1,9.8,0,0,42.0,9,0
CUST11844,31.0,24,Basic,Monthly,390.42,20,20,225,191,26.7,25.1,4,1,27.2,0,15,-10.0,15,1
CUST11845,24.0,26,Standard,Monthly,768.14,23,14,261,158,25.5,22.2,2,0,55.4,0,10,49.0,5,0
CUST11846,34.0,17,Basic,Monthly,314.23,19,18,228,215,13.5,14.7,1,0,13.8,0,0,68.0,9,0
CUST11847,61.0,7,Premium,Monthly,1233.11,18,13,216,166,9.9,10.3,2,1,13.2,0,0,100.0,12,0
CUST11848,37.0,13,Basic,Monthly,311.61,9,4,227,109,5.9,2.9,4,1,48.3,0,5,44.0,11,1
CUST11849,53.0,5,Premium,Monthly,1220.96,10,10,242,183,21.8,19.6,2,0,12.1,2,10,63.0,13,0
CUST11850,26.0,26,Standard,Annual,697.77,13,9,212,171,14.8,13.9,4,0,27.2,0,10,43.0,10,0
CUST11851,55.0,3,Standard,Monthly,732.68,17,5,237,31,24.4,13.4,2,0,23.3,0,10,82.0,7,0
CUST11852,65.0,7,Standard,Annual,672.2049999999999,15,4,237,100,11.8,6.0,0,0,25.0,0,0,31.0,9,0
CUST11853,39.0,39,Basic,Quarterly,369.57,14,7,229,94,20.7,13.7,3,1,12.0,1,0,50.0,12,0
CUST11854,19.0,1,Standard,Quarterly,735.52,13,8,280,276,7.4,6.3,4,0,13.4,0,5,57.0,2,0
CUST11855,41.0,17,Basic,Quarterly,370.96,18,12,221,136,21.0,18.4,0,0,24.1,1,10,52.0,8,0
CUST11856,25.0,43,Standard,Quarterly,740.55,19,12,204,171,20.3,18.5,1,0,11.8,2,10,23.0,6,0
CUST11857,28.0,25,Standard,Quarterly,710.5,17,9,226,99,11.4,6.1,2,1,25.8,0,0,8.0,12,0
CUST11858,30.0,3,Standard,Quarterly,674.48,14,8,198,163,19.2,20.6,3,0,22.6,0,20,68.0,6,0
CUST11859,34.0,15,Basic,Monthly,381.66,14,7,229,40,30.4,21.9,1,0,18.9,1,0,48.0,5,0
CUST11860,25.0,29,Basic,Annual,399.19,19,19,238,137,22.1,21.7,2,1,22.3,1,0,44.0,5,0
CUST11861,38.0,43,Standard,Quarterly,686.89,17,13,239,169,35.7,31.3,1,1,15.4,0,0,64.0,6,0
CUST11862,35.0,32,Premium,Quarterly,1239.16,21,18,250,153,18.9,19.7,5,2,15.2,1,0,63.0,6,0
CUST11863,47.0,26,Standard,Annual,678.58,19,17,219,174,21.5,18.8,2,1,8.4,1,10,51.0,12,0
CUST11864,35.0,16,Standard,Monthly,667.48,12,11,200,201,15.1,14.2,5,2,14.9,1,0,58.0,6,0
